id,codice,titolo_it,titolo_en,livello,codice_padre,livello_padre,ordine,created_at,updated_at
193,07.29.00,Estrazione di altri minerali metalliferi non ferrosi,Mining of other non-ferrous metal ores,6,07.29.0,5,193,2026-01-30 14:17:49,2026-01-30 14:17:49
194,08,Altre attività estrattive,Other mining and quarrying,2,B,1,194,2026-01-30 14:17:49,2026-01-30 14:17:49
195,08.1,"Estrazione di pietra, sabbia e argilla","Quarrying of stone, sand and clay",3,08,2,195,2026-01-30 14:17:49,2026-01-30 14:17:49
196,08.11,"Estrazione di pietre ornamentali, calcare, pietra di gesso, ardesia e altre pietre","Quarrying of ornamental stone, limestone, gypsum, slate and other stone",4,08.1,3,196,2026-01-30 14:17:49,2026-01-30 14:17:49
197,08.11.0,"Estrazione di pietre ornamentali, calcare, pietra di gesso, ardesia e altre pietre","Quarrying of ornamental stone, limestone, gypsum, slate and other stone",5,08.11,4,197,2026-01-30 14:17:49,2026-01-30 14:17:49
198,08.11.00,"Estrazione di pietre ornamentali, calcare, pietra di gesso, ardesia e altre pietre","Quarrying of ornamental stone, limestone, gypsum, slate and other stone",6,08.11.0,5,198,2026-01-30 14:17:49,2026-01-30 14:17:49
199,08.12,"Estrazione di ghiaia, sabbia, argilla e caolino",Operation of gravel and sand pits and mining of clay and kaolin,4,08.1,3,199,2026-01-30 14:17:49,2026-01-30 14:17:49
200,08.12.0,"Estrazione di ghiaia, sabbia, argilla e caolino",Operation of gravel and sand pits and mining of clay and kaolin,5,08.12,4,200,2026-01-30 14:17:49,2026-01-30 14:17:49
201,08.12.00,"Estrazione di ghiaia, sabbia, argilla e caolino",Operation of gravel and sand pits and mining of clay and kaolin,6,08.12.0,5,201,2026-01-30 14:17:49,2026-01-30 14:17:49
202,08.9,Attività estrattive n.c.a.,Mining and quarrying n.e.c.,3,08,2,202,2026-01-30 14:17:49,2026-01-30 14:17:49
203,08.91,Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti,Mining of chemical and fertiliser minerals,4,08.9,3,203,2026-01-30 14:17:49,2026-01-30 14:17:49
204,08.91.0,Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti,Mining of chemical and fertiliser minerals,5,08.91,4,204,2026-01-30 14:17:49,2026-01-30 14:17:49
205,08.91.00,Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti,Mining of chemical and fertiliser minerals,6,08.91.0,5,205,2026-01-30 14:17:49,2026-01-30 14:17:49
206,08.92,Estrazione di torba,Extraction of peat,4,08.9,3,206,2026-01-30 14:17:49,2026-01-30 14:17:49
207,08.92.0,Estrazione di torba,Extraction of peat,5,08.92,4,207,2026-01-30 14:17:49,2026-01-30 14:17:49
208,08.92.00,Estrazione di torba,Extraction of peat,6,08.92.0,5,208,2026-01-30 14:17:49,2026-01-30 14:17:49
209,08.93,Estrazione di sale,Extraction of salt,4,08.9,3,209,2026-01-30 14:17:49,2026-01-30 14:17:49
210,08.93.0,Estrazione di sale,Extraction of salt,5,08.93,4,210,2026-01-30 14:17:49,2026-01-30 14:17:49
211,08.93.01,Estrazione di sale dal sottosuolo,Extraction of salt from underground,6,08.93.0,5,211,2026-01-30 14:17:49,2026-01-30 14:17:49
212,08.93.02,Salicoltura marina,Marine saliculture,6,08.93.0,5,212,2026-01-30 14:17:49,2026-01-30 14:17:49
213,08.93.03,Produzione di sale da salamoia,Salt production by evaporation of other saline waters,6,08.93.0,5,213,2026-01-30 14:17:49,2026-01-30 14:17:49
214,08.99,Altre attività estrattive n.c.a.,Other mining and quarrying n.e.c.,4,08.9,3,214,2026-01-30 14:17:49,2026-01-30 14:17:49
215,08.99.0,Altre attività estrattive n.c.a.,Other mining and quarrying n.e.c.,5,08.99,4,215,2026-01-30 14:17:49,2026-01-30 14:17:49
216,08.99.01,Estrazione di asfalto e bitume naturale,Mining and quarrying of asphalt and natural bitumen,6,08.99.0,5,216,2026-01-30 14:17:49,2026-01-30 14:17:49
217,08.99.09,Altre attività estrattive varie n.c.a.,Mining and quarrying of other minerals n.e.c.,6,08.99.0,5,217,2026-01-30 14:17:49,2026-01-30 14:17:49
218,09,Attività dei servizi di supporto all'estrazione,Mining support service activities,2,B,1,218,2026-01-30 14:17:49,2026-01-30 14:17:49
219,09.1,Attività di supporto all'estrazione di petrolio e gas naturale,Support activities for petroleum and natural gas extraction,3,09,2,219,2026-01-30 14:17:49,2026-01-30 14:17:49
220,09.10,Attività di supporto all'estrazione di petrolio e gas naturale,Support activities for petroleum and natural gas extraction,4,09.1,3,220,2026-01-30 14:17:49,2026-01-30 14:17:49
221,09.10.0,Attività di supporto all'estrazione di petrolio e gas naturale,Support activities for petroleum and natural gas extraction,5,09.10,4,221,2026-01-30 14:17:49,2026-01-30 14:17:49
222,09.10.00,Attività di supporto all'estrazione di petrolio e gas naturale,Support activities for petroleum and natural gas extraction,6,09.10.0,5,222,2026-01-30 14:17:49,2026-01-30 14:17:49
223,09.9,Attività di supporto ad altre attività estrattive,Support activities for other mining and quarrying,3,09,2,223,2026-01-30 14:17:49,2026-01-30 14:17:49
224,09.90,Attività di supporto ad altre attività estrattive,Support activities for other mining and quarrying,4,09.9,3,224,2026-01-30 14:17:49,2026-01-30 14:17:49
225,09.90.0,Attività di supporto ad altre attività estrattive,Support activities for other mining and quarrying,5,09.90,4,225,2026-01-30 14:17:49,2026-01-30 14:17:49
226,09.90.00,Attività di supporto ad altre attività estrattive,Support activities for other mining and quarrying,6,09.90.0,5,226,2026-01-30 14:17:49,2026-01-30 14:17:49
227,C,ATTIVITÀ MANIFATTURIERE,MANUFACTURING,1,,,227,2026-01-30 14:17:49,2026-01-30 14:17:49
228,10,Produzione di prodotti alimentari,Manufacture of food products,2,C,1,228,2026-01-30 14:17:49,2026-01-30 14:17:49
229,10.1,Lavorazione e conservazione di carne e produzione di prodotti a base di carne,Processing and preserving of meat and production of meat products,3,10,2,229,2026-01-30 14:17:49,2026-01-30 14:17:49
230,10.11,"Lavorazione e conservazione di carne, esclusa la carne di volatili","Processing and preserving of meat, except of poultry meat",4,10.1,3,230,2026-01-30 14:17:49,2026-01-30 14:17:49
231,10.11.0,"Lavorazione e conservazione di carne, esclusa la carne di volatili","Processing and preserving of meat, except of poultry meat",5,10.11,4,231,2026-01-30 14:17:49,2026-01-30 14:17:49
232,10.11.00,"Lavorazione e conservazione di carne, esclusa la carne di volatili","Processing and preserving of meat, except of poultry meat",6,10.11.0,5,232,2026-01-30 14:17:49,2026-01-30 14:17:49
233,10.12,Lavorazione e conservazione di carne di volatili,Processing and preserving of poultry meat,4,10.1,3,233,2026-01-30 14:17:49,2026-01-30 14:17:49
234,10.12.0,Lavorazione e conservazione di carne di volatili,Processing and preserving of poultry meat,5,10.12,4,234,2026-01-30 14:17:49,2026-01-30 14:17:49
235,10.12.00,Lavorazione e conservazione di carne di volatili,Processing and preserving of poultry meat,6,10.12.0,5,235,2026-01-30 14:17:49,2026-01-30 14:17:49
236,10.13,"Produzione di prodotti a base di carne, inclusi prodotti a base di carne di volatili",Production of meat and poultry meat products,4,10.1,3,236,2026-01-30 14:17:49,2026-01-30 14:17:49
237,10.13.0,"Produzione di prodotti a base di carne, inclusi prodotti a base di carne di volatili",Production of meat and poultry meat products,5,10.13,4,237,2026-01-30 14:17:49,2026-01-30 14:17:49
238,10.13.00,"Produzione di prodotti a base di carne, inclusi prodotti a base di carne di volatili",Production of meat and poultry meat products,6,10.13.0,5,238,2026-01-30 14:17:49,2026-01-30 14:17:49
239,10.2,"Lavorazione e conservazione di pesce, crostacei e molluschi","Processing and preserving of fish, crustaceans and molluscs",3,10,2,239,2026-01-30 14:17:49,2026-01-30 14:17:49
240,10.20,"Lavorazione e conservazione di pesce, crostacei e molluschi","Processing and preserving of fish, crustaceans and molluscs",4,10.2,3,240,2026-01-30 14:17:49,2026-01-30 14:17:49
241,10.20.0,"Lavorazione e conservazione di pesce, crostacei e molluschi","Processing and preserving of fish, crustaceans and molluscs",5,10.20,4,241,2026-01-30 14:17:49,2026-01-30 14:17:49
242,10.20.01,Lavorazione di alghe,Processing of seaweed,6,10.20.0,5,242,2026-01-30 14:17:49,2026-01-30 14:17:49
243,10.20.09,"Altre attività di lavorazione e conservazione di pesce, crostacei e molluschi","Other activities of processing and preserving of fish, crustaceans and molluscs",6,10.20.0,5,243,2026-01-30 14:17:49,2026-01-30 14:17:49
244,10.3,Lavorazione e conservazione di frutta e ortaggi,Processing and preserving of fruit and vegetables,3,10,2,244,2026-01-30 14:17:49,2026-01-30 14:17:49
245,10.31,Lavorazione e conservazione di patate,Processing and preserving of potatoes,4,10.3,3,245,2026-01-30 14:17:49,2026-01-30 14:17:49
246,10.31.0,Lavorazione e conservazione di patate,Processing and preserving of potatoes,5,10.31,4,246,2026-01-30 14:17:49,2026-01-30 14:17:49
247,10.31.00,Lavorazione e conservazione di patate,Processing and preserving of potatoes,6,10.31.0,5,247,2026-01-30 14:17:49,2026-01-30 14:17:49
248,10.32,Produzione di succhi a base di frutta e ortaggi,Manufacture of fruit and vegetable juice,4,10.3,3,248,2026-01-30 14:17:49,2026-01-30 14:17:49
249,10.32.0,Produzione di succhi a base di frutta e ortaggi,Manufacture of fruit and vegetable juice,5,10.32,4,249,2026-01-30 14:17:49,2026-01-30 14:17:49
250,10.32.00,Produzione di succhi a base di frutta e ortaggi,Manufacture of fruit and vegetable juice,6,10.32.0,5,250,2026-01-30 14:17:49,2026-01-30 14:17:49
251,10.39,Altre attività di lavorazione e conservazione di frutta e ortaggi,Other processing and preserving of fruit and vegetables,4,10.3,3,251,2026-01-30 14:17:49,2026-01-30 14:17:49
252,10.39.0,Altre attività di lavorazione e conservazione di frutta e ortaggi,Other processing and preserving of fruit and vegetables,5,10.39,4,252,2026-01-30 14:17:49,2026-01-30 14:17:49
253,10.39.00,Altre attività di lavorazione e conservazione di frutta e ortaggi,Other processing and preserving of fruit and vegetables,6,10.39.0,5,253,2026-01-30 14:17:49,2026-01-30 14:17:49
254,10.4,Produzione di oli e grassi vegetali e animali,Manufacture of vegetable and animal oils and fats,3,10,2,254,2026-01-30 14:17:49,2026-01-30 14:17:49
255,10.41,Produzione di oli e grassi,Manufacture of oils and fats,4,10.4,3,255,2026-01-30 14:17:49,2026-01-30 14:17:49
256,10.41.1,Produzione di olio di oliva,Manufacture of olive oil,5,10.41,4,256,2026-01-30 14:17:49,2026-01-30 14:17:49
257,10.41.10,Produzione di olio di oliva,Manufacture of olive oil,6,10.41.1,5,257,2026-01-30 14:17:49,2026-01-30 14:17:49
258,10.41.2,Produzione di altri oli vegetali,"Manufacture of vegetable oils, other than olive oil",5,10.41,4,258,2026-01-30 14:17:49,2026-01-30 14:17:49
259,10.41.20,Produzione di altri oli vegetali,"Manufacture of vegetable oils, other than olive oil",6,10.41.2,5,259,2026-01-30 14:17:49,2026-01-30 14:17:49
260,10.41.3,Produzione di oli e grassi animali,Manufacture of animal oils and fats,5,10.41,4,260,2026-01-30 14:17:49,2026-01-30 14:17:49
261,10.41.30,Produzione di oli e grassi animali,Manufacture of animal oils and fats,6,10.41.3,5,261,2026-01-30 14:17:49,2026-01-30 14:17:49
262,10.42,Produzione di margarina e di grassi alimentari simili,Manufacture of margarine and similar edible fats,4,10.4,3,262,2026-01-30 14:17:49,2026-01-30 14:17:49
263,10.42.0,Produzione di margarina e di grassi alimentari simili,Manufacture of margarine and similar edible fats,5,10.42,4,263,2026-01-30 14:17:49,2026-01-30 14:17:49
264,10.42.00,Produzione di margarina e di grassi alimentari simili,Manufacture of margarine and similar edible fats,6,10.42.0,5,264,2026-01-30 14:17:49,2026-01-30 14:17:49
265,10.5,Produzione di prodotti lattiero-caseari e gelati,Manufacture of dairy products and edible ice,3,10,2,265,2026-01-30 14:17:49,2026-01-30 14:17:49
266,10.51,Produzione di prodotti lattiero-caseari,Manufacture of dairy products,4,10.5,3,266,2026-01-30 14:17:49,2026-01-30 14:17:49
267,10.51.1,Trattamento igienico del latte,Processing of liquid milk,5,10.51,4,267,2026-01-30 14:17:49,2026-01-30 14:17:49
268,10.51.10,Trattamento igienico del latte,Processing of liquid milk,6,10.51.1,5,268,2026-01-30 14:17:49,2026-01-30 14:17:49
269,10.51.2,Produzione di derivati del latte,Manufacture of other dairy products,5,10.51,4,269,2026-01-30 14:17:49,2026-01-30 14:17:49
270,10.51.20,Produzione di derivati del latte,Manufacture of other dairy products,6,10.51.2,5,270,2026-01-30 14:17:49,2026-01-30 14:17:49
271,10.52,Produzione di gelati,Manufacture of ice cream and other edible ice,4,10.5,3,271,2026-01-30 14:17:49,2026-01-30 14:17:49
272,10.52.0,Produzione di gelati,Manufacture of ice cream and other edible ice,5,10.52,4,272,2026-01-30 14:17:49,2026-01-30 14:17:49
273,10.52.00,Produzione di gelati,Manufacture of ice cream and other edible ice,6,10.52.0,5,273,2026-01-30 14:17:49,2026-01-30 14:17:49
274,10.6,"Lavorazione di granaglie, produzione di amidi e di prodotti amidacei","Manufacture of grain mill products, starches and starch products",3,10,2,274,2026-01-30 14:17:49,2026-01-30 14:17:49
275,10.61,Lavorazione di granaglie,Manufacture of grain mill products,4,10.6,3,275,2026-01-30 14:17:49,2026-01-30 14:17:49
276,10.61.1,Lavorazione di frumento e altri cereali,Wheat and grain milling,5,10.61,4,276,2026-01-30 14:17:49,2026-01-30 14:17:49
277,10.61.11,Lavorazione di frumento,Wheat milling,6,10.61.1,5,277,2026-01-30 14:17:49,2026-01-30 14:17:49
278,10.61.19,Lavorazione di altri cereali,"Grain milling, other that wheat milling",6,10.61.1,5,278,2026-01-30 14:17:49,2026-01-30 14:17:49
279,10.61.2,Lavorazione del riso,Rice milling,5,10.61,4,279,2026-01-30 14:17:49,2026-01-30 14:17:49
280,10.61.20,Lavorazione del riso,Rice milling,6,10.61.2,5,280,2026-01-30 14:17:49,2026-01-30 14:17:49
281,10.61.9,Lavorazioni di altre granaglie,Manufacture of other grain mill products,5,10.61,4,281,2026-01-30 14:17:49,2026-01-30 14:17:49
282,10.61.90,Lavorazioni di altre granaglie,Manufacture of other grain mill products,6,10.61.9,5,282,2026-01-30 14:17:49,2026-01-30 14:17:49
283,10.62,Produzione di amidi e di prodotti amidacei,Manufacture of starches and starch products,4,10.6,3,283,2026-01-30 14:17:49,2026-01-30 14:17:49
284,10.62.0,Produzione di amidi e di prodotti amidacei,Manufacture of starches and starch products,5,10.62,4,284,2026-01-30 14:17:49,2026-01-30 14:17:49
285,10.62.00,Produzione di amidi e di prodotti amidacei,Manufacture of starches and starch products,6,10.62.0,5,285,2026-01-30 14:17:49,2026-01-30 14:17:49
286,10.7,Produzione di prodotti da forno e farinacei,Manufacture of bakery and farinaceous products,3,10,2,286,2026-01-30 14:17:49,2026-01-30 14:17:49
287,10.71,Produzione di pane; produzione di prodotti di pasticceria freschi,Manufacture of bread; manufacture of fresh pastry goods and cakes,4,10.7,3,287,2026-01-30 14:17:49,2026-01-30 14:17:49
288,10.71.1,Produzione di pane e prodotti di panetteria simili,Manufacture of bread and similar products,5,10.71,4,288,2026-01-30 14:17:49,2026-01-30 14:17:49
289,10.71.10,Produzione di pane e prodotti di panetteria simili,Manufacture of bread and similar products,6,10.71.1,5,289,2026-01-30 14:17:49,2026-01-30 14:17:49
290,10.71.2,Produzione di prodotti di pasticceria freschi,Manufacture of fresh pastry goods and cakes,5,10.71,4,290,2026-01-30 14:17:49,2026-01-30 14:17:49
291,10.71.20,Produzione di prodotti di pasticceria freschi,Manufacture of fresh pastry goods and cakes,6,10.71.2,5,291,2026-01-30 14:17:49,2026-01-30 14:17:49
292,10.72,"Produzione di fette biscottate, biscotti, prodotti di pasticceria conservati","Manufacture of rusks, biscuits, preserved pastries and cakes",4,10.7,3,292,2026-01-30 14:17:49,2026-01-30 14:17:49
293,10.72.0,"Produzione di fette biscottate, biscotti, prodotti di pasticceria conservati","Manufacture of rusks, biscuits, preserved pastries and cakes",5,10.72,4,293,2026-01-30 14:17:49,2026-01-30 14:17:49
294,10.72.00,"Produzione di fette biscottate, biscotti, prodotti di pasticceria conservati","Manufacture of rusks, biscuits, preserved pastries and cakes",6,10.72.0,5,294,2026-01-30 14:17:49,2026-01-30 14:17:49
295,10.73,Produzione di prodotti farinacei,Manufacture of farinaceous products,4,10.7,3,295,2026-01-30 14:17:49,2026-01-30 14:17:49
296,10.73.0,Produzione di prodotti farinacei,Manufacture of farinaceous products,5,10.73,4,296,2026-01-30 14:17:49,2026-01-30 14:17:49
297,10.73.01,Produzione di prodotti farinacei freschi,Manufacture of fresh farinaceous products,6,10.73.0,5,297,2026-01-30 14:17:49,2026-01-30 14:17:49
298,10.73.02,Produzione di prodotti farinacei conservati,Manufacture of preserved farinaceous products,6,10.73.0,5,298,2026-01-30 14:17:49,2026-01-30 14:17:49
299,10.8,Produzione di altri prodotti alimentari,Manufacture of other food products,3,10,2,299,2026-01-30 14:17:49,2026-01-30 14:17:49
300,10.81,Produzione di zucchero,Manufacture of sugar,4,10.8,3,300,2026-01-30 14:17:49,2026-01-30 14:17:49
301,10.81.0,Produzione di zucchero,Manufacture of sugar,5,10.81,4,301,2026-01-30 14:17:49,2026-01-30 14:17:49
302,10.81.00,Produzione di zucchero,Manufacture of sugar,6,10.81.0,5,302,2026-01-30 14:17:49,2026-01-30 14:17:49
303,10.82,"Produzione di cacao, cioccolato, caramelle e confetterie","Manufacture of cocoa, chocolate and sugar confectionery",4,10.8,3,303,2026-01-30 14:17:49,2026-01-30 14:17:49
304,10.82.0,"Produzione di cacao, cioccolato, caramelle e confetterie","Manufacture of cocoa, chocolate and sugar confectionery",5,10.82,4,304,2026-01-30 14:17:49,2026-01-30 14:17:49
305,10.82.00,"Produzione di cacao, cioccolato, caramelle e confetterie","Manufacture of cocoa, chocolate and sugar confectionery",6,10.82.0,5,305,2026-01-30 14:17:49,2026-01-30 14:17:49
306,10.83,Lavorazione di tè e caffè,Processing of tea and coffee,4,10.8,3,306,2026-01-30 14:17:49,2026-01-30 14:17:49
307,10.83.0,Lavorazione di tè e caffè,Processing of tea and coffee,5,10.83,4,307,2026-01-30 14:17:49,2026-01-30 14:17:49
308,10.83.01,Lavorazione di tè e di altri preparati per infusi,Processing of tea and other herb infusions,6,10.83.0,5,308,2026-01-30 14:17:49,2026-01-30 14:17:49
309,10.83.02,Lavorazione di caffè,Processing of coffee,6,10.83.0,5,309,2026-01-30 14:17:49,2026-01-30 14:17:49
310,10.84,Produzione di condimenti e spezie,Manufacture of condiments and seasonings,4,10.8,3,310,2026-01-30 14:17:49,2026-01-30 14:17:49
311,10.84.0,Produzione di condimenti e spezie,Manufacture of condiments and seasonings,5,10.84,4,311,2026-01-30 14:17:49,2026-01-30 14:17:49
312,10.84.00,Produzione di condimenti e spezie,Manufacture of condiments and seasonings,6,10.84.0,5,312,2026-01-30 14:17:49,2026-01-30 14:17:49
313,10.85,Produzione di pasti e piatti preparati,Manufacture of prepared meals and dishes,4,10.8,3,313,2026-01-30 14:17:49,2026-01-30 14:17:49
314,10.85.0,Produzione di pasti e piatti preparati,Manufacture of prepared meals and dishes,5,10.85,4,314,2026-01-30 14:17:49,2026-01-30 14:17:49
315,10.85.01,"Produzione di pasti e piatti preparati a base di carne, inclusi pasti e piatti preparati a base di carne di volatili",Manufacture of prepared meat or poultry meals and dishes,6,10.85.0,5,315,2026-01-30 14:17:49,2026-01-30 14:17:49
